대여소_ID,시군구,시군구코드,,
1188,노원구,11120,,
1189,노원구,11120,,
1190,노원구,11120,,
1191,도봉구,11120,,
1192,도봉구,11120,,
1193,도봉구,11120,,
1194,도봉구,11120,,
1195,도봉구,11120,,
1196,도봉구,11120,,
1197,도봉구,11120,,
1198,도봉구,11120,,
1199,도봉구,11120,,
1200,도봉구,11120,,
1201,도봉구,11120,,
1202,도봉구,11120,,
1203,도봉구,11120,,
1204,도봉구,11120,,
1205,도봉구,11120,,
1206,도봉구,11120,,
1207,도봉구,11120,,
1208,도봉구,11120,,
1209,도봉구,11120,,
1210,도봉구,11120,,
1211,도봉구,11120,,
1212,도봉구,11120,,
1213,도봉구,11120,,
1214,도봉구,11120,,
1215,도봉구,11120,,
1216,도봉구,11120,,
1217,도봉구,11120,,
1218,도봉구,11130,,
1219,도봉구,11130,,
1220,도봉구,11130,,
1221,도봉구,11130,,
1222,도봉구,11130,,
1223,도봉구,11130,,
1224,도봉구,11130,,
1225,도봉구,11130,,
1226,도봉구,11130,,
1227,도봉구,11130,,
1228,도봉구,11130,,
1229,도봉구,11130,,
1230,도봉구,11130,,
1231,도봉구,11130,,
1232,도봉구,11130,,
1233,도봉구,11130,,
1234,도봉구,11130,,
1235,도봉구,11130,,
1236,도봉구,11130,,
