,장소명,위도,경도,주제
579,남원우체국,33.277933,126.714633,정류장
580," 남원읍 충혼묘지,물영아리",33.360836,126.69166,정류장
581,남원읍사무소,33.279398,126.719745,정류장
582,남원중학교,33.280717,126.717528,정류장
583,남원취락구조,33.275155,126.7002,정류장
584,남원포구입구,33.27871,126.717774,정류장
585,남조로 사려니숲길,33.395224,126.685246,정류장
586,남조로검문소,33.469859,126.657819,정류장
587,남주동,33.484051,126.408761,정류장
588,남주중고등학교,33.274878,126.566088,정류장
589,남흘동,33.555302,126.743341,정류장
590,납읍리,33.438927,126.32898,정류장
591,납읍리 섯잣길,33.436733,126.327383,정류장
592,납읍리사무소,33.439444,126.329444,정류장
593,내도동 동마을,33.493089,126.44243,정류장
594,내도동 서마을,33.49393,126.438478,정류장
595,노루생태관찰원,33.444734,126.627326,정류장
596,노형오거리,33.486656,126.480573,정류장
597,노형오거리/노형초방면,33.485214,126.477958,정류장
598,노형오거리/이마트,33.485033,126.480133,정류장
599,노형오거리/한라병원방면,33.486674,126.480927,정류장
600,노형우체국,33.487089,126.478329,정류장
601,노형주공아파트,33.490682,126.474183,정류장
602,노형초등학교,33.483527,126.475958,정류장
603,논오름,33.274146,126.333477,정류장
604,농굴왓 입구,33.50808,126.826159,정류장
605,농기구수리센터,33.329808,126.821518,정류장
606,농업기술원,33.260817,126.48655,정류장
607,농협 하나로마트,33.446228,126.912817,정류장
608,농협보목지소,33.243233,126.5983,정류장
609,농협주유소,33.270967,126.647383,정류장
610,농협지역본부/제주평생교육장학진흥원,33.507717,126.519817,정류장
611,농협하나로마트,33.284083,126.7206,정류장
612," 다랑쉬오름 입구(남),손지오름",33.460307,126.81712,정류장
613,다호마을,33.504584,126.496256,정류장
614,다희연,33.487482,126.706327,정류장
615,달산봉 입구,33.342572,126.826615,정류장
616,달샘마을,33.474513,126.570153,정류장
617,답다니,33.258817,126.579833,정류장
618,당동,33.468563,126.383926,정류장
619,당동산,33.459899,126.433604,정류장
620,대기고등학교,33.492051,126.593536,정류장
621,대동마을,33.494455,126.463785,정류장
622,대륜동주민센터,33.248487,126.511195,정류장
623,대림2차아파트,33.479006,126.488,정류장
624,대림동,33.499197,126.755253,정류장
625,대림리사무소,33.422633,126.281467,정류장
626,대림사거리,33.42216,126.277759,정류장
627,대림아파트,33.499617,126.550233,정류장
628,대림입구,33.428598,126.272392,정류장
629,대림입전동,33.422184,126.283367,정류장
630,대림한숲빌라,33.25165,126.505983,정류장
631,대섬입구,33.535864,126.62604,정류장
632,대성동,33.293415,126.676578,정류장
633,대성동오거리,33.29325,126.676167,정류장
634,대성목장,33.430883,126.747683,정류장
635,대수동,33.239983,126.233866,정류장
636,대용소천,33.480927,126.590135,정류장
637,대원마을,33.476443,126.534743,정류장
638,대원상동,33.274958,126.669891,정류장
639,대유대림아파트,33.5024,126.5526,정류장
640,대전동,33.313918,126.700429,정류장
641,대정고등학교,33.230366,126.261869,정류장
642,대정농공단지,33.257467,126.22935,정류장
643,대정농공단지입구,33.24819,126.220397,정류장
644,대정농협,33.222333,126.252256,정류장
645,대정서초등학교,33.231783,126.238167,정류장
646,대정읍사무소,33.225917,126.251717,정류장
647,대정초교후문,33.225567,126.256383,정류장
648,대정초등학교,33.224798,126.256233,정류장
649,대천동주민센터,33.250878,126.478282,정류장
650,대천환승정류장(교래방향),33.435149,126.734546,정류장
651,대천환승정류장(세화방향),33.436169,126.736974,정류장
652,대천환승정류장(제주방향),33.43642,126.734895,정류장
653,대천환승정류장(표선방향),33.435376,126.737143,정류장
654,대평리,33.23491,126.366924,정류장
655,대평리사무소,33.238243,126.366319,정류장
656,대포동,33.242927,126.431682,정류장
657,대포포구,33.238881,126.43565,정류장
658,대포항,33.239869,126.437671,정류장
659,대학동,33.513,126.5076,정류장
660,대한목공소,33.499335,126.595259,정류장
661,대한목장,33.301496,126.614067,정류장
662,대화동,33.27275,126.6518,정류장
663,대흘1리,33.498895,126.651658,정류장
664,대흘2리,33.513348,126.671316,정류장
665,대흘2리 못동산,33.513296,126.671197,정류장
666,대흘2리 사거리,33.511967,126.67315,정류장
667,대흘2리 새동네,33.512883,126.67645,정류장
668,대흘교차로,33.468983,126.6764,정류장
669,대흘리,33.498217,126.659067,정류장
670,대흘소공원,33.500208,126.659334,정류장
671,대흘초등학교,33.498966,126.658497,정류장
672,더마파크,33.357251,126.243045,정류장
673,덕수도련동,33.265046,126.304675,정류장
674,덕수리 새마을금고,33.256724,126.304587,정류장
675,덕수리군물왓,33.250814,126.314381,정류장
676,덕수리동동,33.250535,126.308568,정류장
677,덕수초등학교,33.250533,126.304333,정류장
678,덕천보건진료소,33.503173,126.76711,정류장
679,덕천상하동,33.502886,126.764179,정류장
680,던덕모롤,33.462398,126.408385,정류장
681,도깨비공원,33.465533,126.69269,정류장
682,도두동,33.502873,126.466197,정류장
683,도두봉 동쪽,33.509306,126.473007,정류장
684,도련1동,33.509063,126.590028,정류장
685,도련1동입구,33.512633,126.588967,정류장
686,도련2동,33.512883,126.58905,정류장
687,도련반석스위트타운,33.50666,126.59107,정류장
688,도련초등학교,33.514212,126.583014,정류장
689,도리초등학교,33.501415,126.465846,정류장
690,도린동산,33.358246,126.768164,정류장
691,도림사,33.418418,126.302336,정류장
692,도순동,33.252616,126.473304,정류장
693,도영슈퍼,33.24225,126.60025,정류장
694,도영슈퍼앞,33.241983,126.60045,정류장
695,도평동,33.480128,126.451264,정류장
696,도평마을입구,33.479929,126.450884,정류장
697,도평초등학교,33.48185,126.445617,정류장
698,도호동,33.48581,126.495011,정류장
699,독벌은이 동산,33.368855,126.683625,정류장
700,돈내코,33.299697,126.584288,정류장
701,돈내코교,33.299344,126.58862,정류장
702,돈물교,33.314783,126.71425,정류장
703,돌선밭,33.454153,126.425166,정류장
704,돔뱅이왓,33.235002,126.369504,정류장
705,돗바령,33.512301,126.689689,정류장
706,돗소,33.261967,126.5352,정류장
707,동광단지,33.313878,126.359395,정류장
708,동광리,33.306367,126.338367,정류장
709,동광문화마을,33.305916,126.338154,정류장
710,동광양,33.502197,126.532223,정류장
711,동광초등학교,33.5017,126.545767,정류장
712,동광환승정류장2(영어교육도시방면),33.310338,126.339361,정류장
713,동광환승정류장3(한림방면),33.310483,126.340517,정류장
714,동광환승정류장4(제주방면),33.310443,126.340994,정류장
715,동광환승정류장5(서귀방면),33.309583,126.340833,정류장
716,동광환승정류장6(모슬포방면),33.309684,126.340253,정류장
717,동남아파트,33.249792,126.509984,정류장
718,동덕아파트,33.257621,126.560092,정류장
719,동명리,33.409239,126.265878,정류장
720,동명리 한천동,33.394648,126.274188,정류장
721,동모루,33.328089,126.716706,정류장
722,동모루왓,33.439004,126.91925,정류장
723,동문,33.257326,126.530996,정류장
724,동문로터리,33.24988,126.567762,정류장
725," 동문로터리,동문시장",33.51295,126.52795,정류장
726,동문시장(시티투어),33.514355,126.528578,정류장
727,동문정류소,33.289317,126.63025,정류장
728,동미빌딩,33.248666,126.566581,정류장
729,동백동산,33.289899,126.367614,정류장
730,동병듸,33.242692,126.463263,정류장
731,동복리,33.553,126.712711,정류장
732,동복리관광체험어장,33.553335,126.716543,정류장
733,동복리휴게소,33.553367,126.707948,정류장
734,동부보건소,33.275111,126.702711,정류장
735,동부위생처리장 입구,33.436315,126.695387,정류장
736,동사라마을,33.467917,126.449021,정류장
737,동산교,33.500286,126.510265,정류장
738,동상동,33.361328,126.77027,정류장
739,동상동삼거리,33.356265,126.773558,정류장
740,동상효,33.279967,126.607167,정류장
741,동성동,33.555959,126.755449,정류장
742,동성마을,33.500045,126.511035,정류장
743,동성마을 입구,33.4932,126.507533,정류장
744,동수동,33.5175,126.622417,정류장
745,동원산업,33.312218,126.82191,정류장
746,동일1리,33.228183,126.243067,정류장
747,동일2리,33.25765,126.23675,정류장
748,동일2리입구,33.260417,126.234033,정류장
749,동하동,33.347357,126.77732,정류장
750,동홍 사거리,33.254496,126.56831,정류장
751,동홍대림,33.255733,126.572117,정류장
752,동홍반석아파트입구,33.262687,126.56774,정류장
753,동홍분식,33.266717,126.56835,정류장
754,동홍청소년문화의집,33.265883,126.568717,정류장
755,동홍초등학교,33.259262,126.569173,정류장
756,동홍초등학교 입구,33.258572,126.568116,정류장
757,동홍초등학교입구,33.258877,126.568483,정류장
758,두모리사무소,33.353968,126.185335,정류장
759,두수동,33.351396,126.763266,정류장
760,두인빌라 삼거리,33.424067,126.404092,정류장
761,뒤큰글,33.275865,126.604172,정류장
762,뒤통모루,33.275267,126.667067,정류장
763,뒷동산,33.236667,126.510683,정류장
764,뒷빌레,33.27391,126.589792,정류장
765,뒷산길,33.492749,126.650613,정류장
766,디삘레,33.331189,126.710928,정류장
767,디지털융합센터,33.451061,126.571498,정류장
768,라마다 프라자 제주호텔,33.518383,126.518557,정류장
769,라신동,33.435267,126.277833,정류장
770,라임오렌지빌,33.246865,126.587009,정류장
771,렛츠런파크,33.410417,126.393433,정류장
772,롯데마트,33.4819,126.482183,정류장
773,리틀프린스뮤지엄,33.250183,126.413433,정류장
774,막거리,33.427428,126.401398,정류장
775,막상올레,33.325826,126.833915,정류장
776,만장굴,33.530981,126.771879,정류장
777,만장굴입구,33.549682,126.778918,정류장
778,만지동,33.29325,126.62675,정류장
779,망장포 입구,33.26415,126.633917,정류장
780,매촌,33.517967,126.588567,정류장
781,먼나먼루,33.487933,126.6501,정류장
782,멍중내,33.511235,126.686302,정류장
783,메이즈랜드,33.49068,126.798325,정류장
784,메종글래드 제주,33.48608,126.486901,정류장
785,명도암,33.473858,126.609873,정류장
786,명도암 마을회관,33.470992,126.61086,정류장
787,명도암입구,33.484652,126.603866,정류장
788,명리동,33.319333,126.268033,정류장
789,명리동알동네,33.316908,126.268165,정류장
790,명신마을,33.499623,126.503028,정류장
791,명월리,33.38705,126.266467,정류장
792,명월하동,33.397267,126.259817,정류장
793,명주주택,33.49567,126.493758,정류장
794,모감동,33.475928,126.380954,정류장
795,모슬포우체국,33.222554,126.255195,정류장
796,모슬포항,33.217541,126.252397,정류장
797,목선동,33.4897,126.71815,정류장
798,몰래물,33.510527,126.482177,정류장
799,못가름,33.488432,126.476785,정류장
800,못거리,33.392583,126.277859,정류장
801,무도동,33.284796,126.74089,정류장
802,무릉1리 리사무소앞,33.2703,126.2031,정류장
803,무릉1리 사거리,33.270522,126.203312,정류장
804,무릉1리 학교앞,33.271437,126.201818,정류장
805,무릉2리 소공원,33.272337,126.245583,정류장
806,무릉문화의 집,33.272433,126.199483,정류장
807,무수천,33.461064,126.448586,정류장
808,묵은길입구,33.250436,126.488491,정류장
809,문수동,33.385496,126.283401,정류장
810,물진밭입구,33.371,126.861583,정류장
811,미듬아파트,33.4187,126.268833,정류장
812,미래컨벤션센터,33.506607,126.514827,정류장
813,미와미못 앞,33.376373,126.843233,정류장
814,미타요양원,33.446678,126.852218,정류장
815,민오름,33.481423,126.501679,정류장
816,바가잣도,33.261262,126.527431,정류장
817,바겟도동산,33.336912,126.708226,정류장
818,바스메,33.405812,126.778422,정류장
819,반석아르미아파트,33.262513,126.567401,정류장
820,반석아파트,33.48795,126.590267,정류장
821,반석주택,33.48765,126.589812,정류장
822,반참모르,33.250189,126.502147,정류장
823,밤나무골,33.501258,126.594599,정류장
824,방구동,33.30699,126.763228,정류장
825,방림원,33.33703,126.267318,정류장
826,방선문빌리지,33.477663,126.536804,정류장
827,방아동,33.279739,126.175051,정류장
828,방애왓,33.481234,126.605254,정류장
829,방어축제의거리 입구,33.22129,126.251923,정류장
830,백구동네,33.256315,126.42595,정류장
831,백구빌라입구,33.254617,126.42465,정류장
832,백화동,33.466833,126.710424,정류장
833,번대동,33.478888,126.391576,정류장
834,벌탬못,33.507676,126.771832,정류장
835,법정사입구,33.302439,126.458218,정류장
836,법호촌 온성학교,33.291861,126.594485,정류장
837,법호촌입구,33.290078,126.593861,정류장
838,법환새마을금고,33.238437,126.513983,정류장
839,법환우체국,33.237209,126.512098,정류장
840,법환초등학교,33.236534,126.508156,정류장
841,벼락동산,33.24781,126.392461,정류장
842,별내린전망대,33.247229,126.416862,정류장
843,별빛누리공원/난타공연장,33.445312,126.548475,정류장
844,병디왓,33.530197,126.644643,정류장
845,병문교,33.508833,126.518317,정류장
846,보건소,33.491084,126.519573,정류장
847,보로미마을,33.465448,126.409355,정류장
848,보목신협,33.241661,126.601991,정류장
849,보목신협앞,33.241567,126.601994,정류장
850,보목입구,33.258717,126.591583,정류장
851,보목하수처리장입구,33.244363,126.594039,정류장
852,보성리 대정농협,33.247769,126.276657,정류장
853,보성리상동,33.250804,126.274334,정류장
854,보성리하동,33.250679,126.274566,정류장
855,보성상동,33.252463,126.27336,정류장
856,보성시장,33.503421,126.527265,정류장
857,보성초등학교,33.2498,126.277142,정류장
858,복호동입구,33.33649,126.196602,정류장
859,봉개교,33.497709,126.579737,정류장
860,봉개남문,33.490424,126.590783,정류장
861,봉개동,33.491539,126.592756,정류장
862,봉개동 큰동네,33.489488,126.596282,정류장
863,봉개동주민센터,33.490733,126.59445,정류장
864,봉개사우나,33.486397,126.601473,정류장
865,봉개체육공원,33.484283,126.611583,정류장
866,봉성리사무소,33.42219,126.312703,정류장
867,봉성리서성동,33.41721,126.310722,정류장
868,봉소동,33.50963,126.659011,정류장
869,부록마을,33.501848,126.568755,정류장
870,부면동,33.416033,126.332667,정류장
871,부민장례식장,33.48076,126.522414,정류장
872,부영아파트,33.4769,126.483133,정류장
873,북촌다려마을,33.551067,126.700217,정류장
874,북촌리,33.548117,126.695033,정류장
875,북촌리해동,33.54432,126.685466,정류장
876,불미거동산,33.317692,126.744996,정류장
877,불미공방,33.253494,126.304332,정류장
878,불미터,33.319216,126.71465,정류장
879,브랭섬 홀 아시아,33.291888,126.2848,정류장
880,블룸호텔/한국관광공사,33.2502,126.408433,정류장
881,비석거리1,33.255783,126.57745,정류장
882,비석거리2,33.256133,126.577517,정류장
883,비석거리3,33.254895,126.576187,정류장
884,비석거리4,33.254732,126.575859,정류장
885,비석거리5,33.254267,126.576717,정류장
886,비석거리6,33.254959,126.578246,정류장
887,비석동,33.488383,126.4179,정류장
888,비안동,33.282109,126.72055,정류장
889,비자림,33.493345,126.810428,정류장
890,비자림로 교래입구,33.419136,126.617165,정류장
891,사가동,33.290083,126.62735,정류장
892,사거리,33.244752,126.432179,정류장
893,사계리동동,33.234887,126.308227,정류장
894,사계리사무소,33.231613,126.298042,정류장
895,사계리서동,33.230894,126.293418,정류장
896,사계어촌체험어장,33.227946,126.304759,정류장
897,사계용해경로당,33.230811,126.30849,정류장
898,사농동산,33.344225,126.703193,정류장
899,사동복지회관,33.442206,126.290054,정류장
900,사라마을,33.469863,126.440017,정류장
901,사라봉,33.513164,126.54285,정류장
902,사라봉(산등지대/시티투어),33.518132,126.539851,정류장
903,사라봉경로당입구,33.515592,126.538307,정류장
904,사라봉오거리,33.513667,126.54045,정류장
905,사려니숲길,33.423043,126.626443,정류장
906,사리물,33.350218,126.698586,정류장
907,사평마을,33.492648,126.512148,정류장
908,사평마을입구,33.481347,126.511271,정류장
909,사회복지법인 춘강,33.452653,126.551249,정류장
910,산굼부리,33.435367,126.688847,정류장
911,산남내,33.471061,126.775878,정류장
912,산남새마을금고,33.254917,126.573783,정류장
913,산방복지회관,33.233288,126.301921,정류장
914,산방산,33.236847,126.310369,정류장
915,산앗도,33.495236,126.636748,정류장
916,산양 큰엉곶 입구,33.290717,126.25085,정류장
917,산양리,33.295755,126.233984,정류장
918,산양리 알동네,33.292425,126.232173,정류장
919,산양리감귤선과장,33.303007,126.237762,정류장
920,산열이통입구,33.307519,126.781434,정류장
921,산이굴,33.443956,126.431634,정류장
922,산이수동,33.208467,126.29025,정류장
923,산전동,33.345681,126.255388,정류장
924,산지물,33.265184,126.564633,정류장
925,산지변전소,33.516924,126.532616,정류장
926,산천단 한국폴리텍대학,33.447993,126.555583,정류장
927,산하동,33.304667,126.71895,정류장
928,삼남내,33.470623,126.776108,정류장
929,삼달1리,33.373987,126.843173,정류장
930,삼달1리 구보건진료소,33.373133,126.852233,정류장
931,삼달1리사무소,33.374365,126.847055,정류장
932,삼달1리삼거리,33.371196,126.841357,정류장
933,삼달2리사무소,33.369157,126.867843,정류장
934,삼달교차로,33.36868,126.868249,정류장
935,삼담우체국,33.502527,126.513035,정류장
936,삼도119센터,33.514488,126.517778,정류장
937,삼도1동 주민센터,33.503183,126.519717,정류장
938,삼매봉,33.244703,126.543539,정류장
939,삼매봉도서관,33.24557,126.553639,정류장
940,삼매봉입구,33.244916,126.543806,정류장
941,삼무공원사거리/롯데시티호텔,33.490016,126.488528,정류장
942,삼부장미아파트 입구,33.527439,126.590022,정류장
943,삼성여자고등학교,33.257667,126.586567,정류장
944,삼성초등학교,33.504099,126.526639,정류장
945,삼아아파트,33.251896,126.574417,정류장
946,삼양1동,33.527633,126.59,정류장
947,삼양2동,33.521183,126.580417,정류장
948,삼양3동,33.525098,126.579518,정류장
949,삼양3동포구,33.527168,126.576243,정류장
950,삼양동주민센터,33.521277,126.585672,정류장
951,삼양종점,33.528522,126.591313,정류장
952,삼양초등학교,33.521127,126.586113,정류장
953,삼양해수욕장입구,33.526181,126.587864,정류장
954,삼정지에듀,33.284815,126.278498,정류장
955,삼주연립주택,33.25025,126.51035,정류장
956,삼화부영1차아파트,33.517172,126.587684,정류장
957,삼화부영2차아파트,33.5124,126.573117,정류장
958,삼화지구,33.517432,126.578862,정류장
959,삼화초등학교,33.514186,126.576734,정류장
960,상가리,33.451743,126.341889,정류장
961,상가리 동동,33.452083,126.347283,정류장
962,상가리보건진료소,33.452013,126.34428,정류장
963,상가리서동,33.450467,126.340695,정류장
964,상대리,33.407683,126.2935,정류장
965,상덕천,33.483698,126.746633,정류장
966,상덕천리,33.481117,126.751731,정류장
967,상덕천마을입구,33.483665,126.746922,정류장
968,상도리 세화고등학교,33.516436,126.863559,정류장
969,상도마을회관,33.514726,126.865563,정류장
970,상명리,33.357033,126.2792,정류장
971,상모,33.2247,126.265795,정류장
972,상모2리,33.223183,126.2578,정류장
973,상모3리,33.223117,126.258117,정류장
974,상모리 대동,33.224154,126.262255,정류장
975,상모리 이교동,33.2254,126.267167,정류장
976,상수동,33.256255,126.335247,정류장
977,상예2동,33.264167,126.377167,정류장
978,상예입구,33.2578,126.404483,정류장
979,상원동,33.275048,126.663532,정류장
980,상위미,33.288566,126.6545,정류장
981,상창리사무소,33.272665,126.36505,정류장
982,상창보건진료소,33.274583,126.3628,정류장
983,상천리,33.307754,126.381236,정류장
984,상천리사무소,33.307247,126.38,정류장
985,상하수도본부,33.499318,126.650149,정류장
986,상효입구,33.259648,126.595047,정류장
987,새가름마을,33.5047,126.62845,정류장
988,새마을금고연수원,33.412854,126.397169,정류장
989,새소망요양병원,33.27867,126.361388,정류장
990,샛기정공원,33.246133,126.559567,정류장
991,생각하는정원,33.326001,126.255259,정류장
992,서건도입구,33.235839,126.503317,정류장
993,서광동리 소랑못,33.285963,126.331435,정류장
994,서광동리 웃네거리,33.294624,126.33048,정류장
995,서광동리마을,33.286928,126.328733,정류장
996,서광리,33.289055,126.324948,정류장
997,서광리 넙게오름(축협),33.290173,126.31852,정류장
998,서광서리,33.286183,126.302733,정류장
999,서광서리사수동,33.287967,126.307033,정류장
1000,서광서보건진료소,33.2836,126.29855,정류장
1001,서귀북초등학교,33.26095,126.558967,정류장
1002,서귀중앙여자중학교,33.254967,126.56055,정류장
1003,서귀포 YWCA,33.244572,126.565292,정류장
1004,서귀포경찰서,33.256371,126.507609,정류장
1005,서귀포고등학교,33.257599,126.560435,정류장
1006,서귀포농업기술센터,33.287317,126.606933,정류장
1007,서귀포농협,33.251533,126.56115,정류장
1008,서귀포보건소,33.252126,126.554653,정류장
1009,서귀포산업과학고등학교,33.295975,126.595574,정류장
1010,서귀포시 구 버스터미널,33.251891,126.560303,정류장
1011,서귀포시 중앙도서관,33.251874,126.507687,정류장
1012,서귀포시중앙도서관,33.251667,126.507733,정류장
1013,서귀포여자고등학교,33.244382,126.53168,정류장
1014,서귀포여자중학교,33.254293,126.547026,정류장
1015,서귀포우체국 서귀포시청 제2청사,33.255073,126.510068,정류장
1016,서귀포자연휴양림,33.312017,126.457517,정류장
1017,서귀포중학교,33.24765,126.568752,정류장
1018,서귀포천문 과학문화관,33.288017,126.457217,정류장
1019,서귀포초등학교,33.243155,126.565071,정류장
1020,서귀포칼호텔,33.246945,126.581489,정류장
1021,서귀포칼호텔(종점),33.247007,126.580781,정류장
1022,서귀포항,33.239783,126.563933,정류장
1023,서귀포향토오일시장,33.265644,126.573988,정류장
1024,서귀포환승정류장(서귀포등기소),33.253143,126.560147,정류장
1025,서문로터리입구,33.247267,126.55635,정류장
1026,서문사거리,33.511629,126.519368,정류장
1027,서문시장,33.512033,126.51845,정류장
1028,서복전시관,33.24519,126.57018,정류장
1029,서부경찰서,33.472783,126.406717,정류장
1030,서부농업기술센터,33.35241,126.247491,정류장
1031,서부신협 유통영농조합,33.335566,126.261145,정류장
1032,서상효,33.272883,126.597033,정류장
1033,서성동,33.272456,126.650322,정류장
1034,서소동,33.283664,126.736052,정류장
1035,서의동,33.3009,126.704483,정류장
1036,서진아파트,33.253342,126.463913,정류장
1037,서해아파트,33.504883,126.541533,정류장
1038,서해안로,33.51993,126.493662,정류장
1039,서호동마을회관,33.257291,126.522794,정류장
1040,서호북문,33.261133,126.523017,정류장
1041,서호새마을금고,33.257271,126.52292,정류장
1042,서호입구,33.24764,126.524392,정류장
1043,서호초등학교,33.254283,126.528225,정류장
1044,서홍동복지회관,33.263667,126.551317,정류장
1045,서홍새마을금고,33.26424,126.557965,정류장
1046,석교동,33.310482,126.349182,정류장
1047,석수동,33.320617,126.7548,정류장
1048,선덕어린이집,33.481005,126.512478,정류장
1049,선린지,33.493307,126.715558,정류장
1050,선진동,33.45753,126.70321,정류장
1051,선흘,33.511567,126.705233,정류장
1052,선흘1리,33.511683,126.705117,정류장
1053,선흘2리/양잠단지,33.45835,126.711533,정류장
1054,선흘2리입구,33.458416,126.701429,정류장
1055,섭지코지,33.436788,126.922444,정류장
1056,섯가름,33.237028,126.475823,정류장
1057,성로동,33.434,126.29585,정류장
1058,성박물관,33.255622,126.344783,정류장
1059,성산고등학교,33.468583,126.916783,정류장
1060,성산고입구삼거리,33.4657,126.908417,정류장
1061,성산국민체육센터,33.468722,126.905793,정류장
1062,성산기상대관사,33.384126,126.869,정류장
1063,성산농협,33.446907,126.911268,정류장
1064,성산농협종합유통센터,33.425817,126.906867,정류장
1065,성산리,33.465157,126.935159,정류장
1066,성산리 취락구조,33.466033,126.934898,정류장
1067,성산리입구,33.460667,126.931317,정류장
1068,성산읍공설묘지입구,33.433759,126.817895,정류장
1069,성산읍사무소,33.440967,126.9111,정류장
1070,성산일출봉입구,33.463767,126.933767,정류장
1071,성산포 수협,33.448883,126.916445,정류장
1072,성산포수협표선지점,33.324073,126.831656,정류장
1073,성산하이츠빌라,33.250116,126.504796,정류장
1074,성산항,33.470427,126.92994,정류장
1075,성산항입구,33.4682,126.92955,정류장
1076,성수동,33.480952,126.412802,정류장
1077,성연목장,33.422552,126.756976,정류장
1078,성읍 신문화마을,33.392983,126.798208,정류장
1079,성읍 황통지,33.399462,126.78723,정류장
1080,성읍2리,33.410117,126.769872,정류장
1081,성읍노인회관 앞,33.390472,126.801002,정류장
1082,성읍삼거리,33.392082,126.800262,정류장
1083,성읍서문거리,33.386515,126.79911,정류장
1084,성읍초등학교 앞,33.3837,126.7997,정류장
1085,성전동,33.341113,126.257254,정류장
1086,성지요양원,33.483421,126.437609,정류장
1087,성판악,33.384634,126.620353,정류장
1088,성화마을/제주출입국·외국인청,33.512266,126.502793,정류장
1089,세기아파트,33.493356,126.501497,정류장
1090,세미마을,33.469854,126.664625,정류장
1091,세성로 입구,33.378663,126.802106,정류장
1092,세천동,33.275245,126.674707,정류장
1093,세화1리 마을회관,33.33165,126.798383,정류장
1094,세화1리 북문,33.333308,126.79529,정류장
1095,세화1리취락구조,33.327797,126.798137,정류장
1096,세화2리사무소,33.306817,126.804917,정류장
1097,세화고등학교,33.516769,126.862961,정류장
1098,세화리구좌농협,33.520906,126.85994,정류장
1099,세화리시장2동,33.523596,126.853703,정류장
1100,세화환승정류장(세화리),33.52322,126.856645,정류장
1101,셰프라인 월드,33.434891,126.732426,정류장
1102,소길리,33.441211,126.379143,정류장
1103,소길리사무소,33.439955,126.379747,정류장
1104,소길장밭,33.442398,126.384446,정류장
1105,소노캄 제주,33.306724,126.794142,정류장
1106,소보리당입구,33.264191,126.38201,정류장
1107,소앵동 입구,33.469451,126.408288,정류장
1108,속도르,33.252961,126.469829,정류장
1109,솔대왓,33.264067,126.555467,정류장
1110,솔동산입구,33.244744,126.563681,정류장
1111,송당로타리,33.471567,126.783967,정류장
1112,송당물혹,33.47088,126.786524,정류장
1113,송당상동,33.467217,126.773117,정류장
1114,송당초등학교,33.471836,126.779235,정류장
1115,송산동주민센터,33.24445,126.56516,정류장
1116,송악도서관,33.225729,126.24824,정류장
1117,송악펜션단지,33.212295,126.292352,정류장
1118,수농원,33.303232,126.770509,정류장
1119,수룡동,33.308233,126.238533,정류장
1120,수망사거리,33.328083,126.712398,정류장
1121,수모루,33.246046,126.524423,정류장
1122,수산1리 노인회관,33.446637,126.882785,정류장
1123,수산1리 비석거리,33.443386,126.888939,정류장
1124,수산1리 사거리,33.442254,126.884038,정류장
1125,수산2리,33.439625,126.864748,정류장
1126,수산2리 비석거리,33.4396,126.865068,정류장
1127,수산2리 생태체험센터,33.439251,126.863075,정류장
1128,수산2리 입구,33.438916,126.873842,정류장
1129,수산2리 퐁낭거리,33.441032,126.861684,정류장
1130,수산2리사무소,33.441904,126.863948,정류장
1131,수산교차로,33.471114,126.396038,정류장
1132,수산리,33.469949,126.394535,정류장
1133,수산리사무소앞,33.467944,126.393387,정류장
1134,수산저수지입구,33.473239,126.390493,정류장
1135,수악교,33.337375,126.61097,정류장
1136,수원리,33.42614,126.26994,정류장
1137,수원주유소,33.423708,126.266508,정류장
1138,수정동,33.492638,126.428591,정류장
1139,수협제주도지회,33.4897,126.495217,정류장
1140,숨비나리,33.2839,126.35415,정류장
1141,승준농원,33.448447,126.406224,정류장
1142,시각장애인복지관,33.470462,126.580995,정류장
1143,시민회관,33.507331,126.524706,정류장
1144,시청후문,33.25675,126.510783,정류장
1145,시티주유소,33.476401,126.479759,정류장
1146,시흥리,33.476633,126.896317,정류장
1147,시흥리사무소,33.47335,126.898983,정류장
1148,신광 사거리,33.493843,126.493332,정류장
1149,신광사거리,33.49365,126.493183,정류장
1150,신도1리,33.278407,126.191331,정류장
1151,신도3리,33.285853,126.185884,정류장
1152,신례2리교차로,33.267021,126.642944,정류장
1153,신례교,33.293517,126.624617,정류장
1154,신례초등학교,33.283931,126.633265,정류장
1155,신례하동,33.280498,126.635156,정류장
1156,신명동,33.38875,126.280817,정류장
1157,신비마을,33.445943,126.480341,정류장
1158,신사동,33.534836,126.675754,정류장
1159,신사동(종점),33.525321,126.677918,정류장
1160,신사수동,33.508741,126.477511,정류장
1161,신산리,33.383317,126.877667,정류장
1162,신산마을,33.493524,126.444446,정류장
1163,신산마을입구,33.479222,126.45885,정류장
1164,신산머루,33.449806,126.437577,정류장
1165,신산환승정류장(성산농협신산지점),33.380338,126.876182,정류장
1166,신선동,33.512217,126.69925,정류장
1167,신설동,33.497883,126.546617,정류장
1168,신성동,33.274797,126.695099,정류장
1169,신성마을,33.493835,126.488521,정류장
1170,신세계빌라,33.239583,126.515017,정류장
1171,신시가지,33.258335,126.510259,정류장
1172,신안동,33.514998,126.635035,정류장
1173,신안동 교차로,33.519121,126.633987,정류장
1174,신양리,33.435807,126.916318,정류장
1175,신양리입구,33.444806,126.91354,정류장
